Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	line_num	line	parse
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(19, 3)	Oh had I the wings of a dove,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(20, 3)	    How soon would I taste you again!	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(21, 3)	My sorrows I then might assuage	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(22, 3)	    In the ways of religion and truth,	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(23, 3)	Might learn from the wisdom of age,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(24, 3)	    And be cheer'd by the sallies of youth.	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(25, 4)	Religion! what treasure untold	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(26, 4)	    Resides in that heavenly word!	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(27, 4)	More precious than silver and gold,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(28, 4)	    Or all that this earth can afford.	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(29, 4)	But the sound of the church-going bell	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(30, 4)	    These valleys and rocks never heard,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(31, 4)	Ne'er sigh'd at the sound of a knell,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(32, 4)	    Or smiled when a sabbath appear'd.	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(33, 5)	Ye winds that have made me your sport,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(34, 5)	    Convey to this desolate shore	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(35, 5)	Some cordial endearing report	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(36, 5)	    Of a land I shall visit no more!	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(37, 5)	My friends, do they now and then send	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(38, 5)	    A wish or a thought after me?	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(39, 5)	Oh tell me I yet have a friend,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(40, 5)	    Though a friend I am never to see.	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(41, 6)	How fleet is a glance of the mind!	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(42, 6)	    Compared with the speed of its flight,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(43, 6)	The tempest itself lags behind,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(44, 6)	    And the swift winged arrows of light.	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(45, 6)	When I think of my own native land,	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(46, 6)	    In a moment I seem to be there;	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(47, 6)	But alas! recollection at hand	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(48, 6)	    Soon hurries me back to despair.	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(49, 7)	But the sea-fowl is gone to her nest,	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(50, 7)	    The beast is laid down in his lair,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(51, 7)	Even here is a season of rest,	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(52, 7)	    And I to my cabin repair.	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(53, 7)	There is mercy in every place,	wws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(54, 7)	    And mercy, encouraging thought!	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(55, 7)	Gives even affliction a grace,	ws|wws|wws
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782	(56, 7)	    And reconciles man to his lot.	ws|wws|wws
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(1, 1)	Just for a handful of silver he left us,	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(2, 1)	    Just for a riband to stick in his coat 	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(3, 1)	Found the one gift of which fortune bereft us,	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(4, 1)	    Lost all the others she lets us devote;	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(5, 1)	They, with the gold to give, doled him out silver,	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(6, 1)	    So much was theirs who so little allowed:	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(7, 1)	How all our copper had gone for his service!	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(8, 1)	    Rags were they purple, his heart had been proud!	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(9, 1)	We that had loved him so, followed him, honoured him,	sww|sww|sww|sww
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(10, 1)	    Lived in his mild and magnificent eye,	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(11, 1)	Learned his great language, caught his clear accents,	sww|sw.|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(12, 1)	    Made him our pattern to live and to die!	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(13, 1)	Shakespeare was of us, Milton was for us,	sww|sw.|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(14, 1)	    Burns, Shelley, were with us, they watch from their graves!	s|sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(15, 1)	He alone breaks from the van and the freemen,	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(16, 1)	     He alone sinks to the rear and the slaves!	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(17, 2)	We shall march prospering, not thro' his presence;	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(18, 2)	    Songs may inspirit us, not from his lyre;	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(19, 2)	Deeds will be done, while he boasts his quiescence,	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(20, 2)	    Still bidding crouch whom the rest bade aspire:	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(21, 2)	Blot out his name, then, record one lost soul more,	sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(22, 2)	    One task more declined, one more footpath untrod,	w|sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(23, 2)	One more devils'-triumph and sorrow for angels,	ww|sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(24, 2)	    One wrong more to man, one more insult to God!	w|sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(25, 2)	Life's night begins: let him never come back to us!	sww|sww|sww|sww
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(26, 2)	    There would be doubt, hesitation and pain,	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(27, 2)	Forced praise on our part the glimmer of twilight,	w|sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(28, 2)	    Never glad confident morning again!	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(29, 2)	Best fight on well, for we taught him strike gallantly,	sww|sww|sww|sww
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(30, 2)	    Menace our heart ere we master his own;	sww|sww|sww|s
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(31, 2)	Then let him receive the new knowledge and wait us,	w|sww|sww|sww|sw
tetrameter	dactylic	Z300289646	Robert Browning	The Lost Leader	1845	(32, 2)	    Pardoned in heaven, the first by the throne!	sww|sww|sww|s
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(1, 0)	This is the forest primeval. The murmuring pines and the hemlocks,	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(2, 0)	Bearded with moss, and in garments green, indistinct in the twilight,	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(3, 0)	Stand like Druids of eld, with voices sad and prophetic,	sw|sww|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(4, 0)	Stand like harpers hoar, with beards that rest on their bosoms.	sw|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(5, 0)	Loud from its rocky caverns, the deep-voiced neighboring ocean	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(6, 0)	Speaks, and in accents disconsolate answers the wail of the forest.	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(7, 0)	This is the forest primeval; but where are the hearts that beneath it	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(8, 0)	Leaped like the roe, when he hears in the woodland the voice of the huntsman?	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(9, 0)	Where is the thatch-roofed village, the home of Acadian farmers, 	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(10, 0)	Men whose lives glided on like rivers that water the woodlands,	sw|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(11, 0)	Darkened by shadows of earth, but reflecting an image of heaven?	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(12, 0)	Waste are those pleasant farms, and the farmers forever departed!	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(13, 0)	Scattered like dust and leaves, when the mighty blasts of October	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(14, 0)	Seize them, and whirl them aloft, and sprinkle them far o'er the ocean.	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(15, 0)	Naught but tradition remains of the beautiful village of Grand-Pré.	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(16, 0)	Ye who believe in affection that hopes, and endures, and is patient,	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(17, 0)	Ye who believe in the beauty and strength of woman's devotion,	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(18, 0)	List to the mournful tradition, still sung by the pines of the forest;	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(19, 0)	List to a Tale of Love in Acadie, home of the happy.	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(20, 1)	In the Acadian land, on the shores of the Basin of Minas,	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(21, 1)	Distant, secluded, still, the little village of Grand-Pré	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(22, 1)	Lay in the fruitful valley. Vast meadows stretched to the eastward,	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(23, 1)	Giving the village its name, and pasture to flocks without number.	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(24, 1)	Dikes, that the hands of the farmers had raised with labor incessant,	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(25, 1)	Shut out the turbulent tides; but at stated seasons the flood-gates	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(26, 1)	Opened, and welcomed the sea to wander at will o'er the meadows.	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(27, 1)	West and south there were fields of flax, and orchards and cornfields	sw|sww|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(28, 1)	Spreading afar and unfenced o'er the plain; and away to the northward	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(29, 1)	Blomidon rose, and the forests old, and aloft on the mountains	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(30, 1)	Sea-fogs pitched their tents, and mists from the mighty Atlantic	sw|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(31, 1)	Looked on the happy valley, but ne'er from their station descended.	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(32, 1)	There, in the midst of its farms, reposed the Acadian village.	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(33, 1)	Strongly built were the houses, with frames of oak and of hemlock, 	sw|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(34, 1)	Such as the peasants of Normandy built in the reign of the Henries.	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(35, 1)	Thatched were the roofs, with dormer-windows; and gables projecting	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(36, 1)	Over the basement below protected and shaded the doorway.	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(37, 1)	There in the tranquil evenings of summer, when brightly the sunset	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(38, 1)	Lighted the village street, and gilded the vanes on the chimneys,	sww|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(39, 1)	Matrons and maidens sat in snow-white caps and in kirtles	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(40, 1)	Scarlet and blue and green, with distaffs spinning the golden	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(41, 1)	Flax for the gossiping looms, whose noisy shuttles within doors	sww|sww|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(42, 1)	Mingled their sounds with the whir of the wheels and the songs of the maidens.	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(43, 1)	Solemnly down the street came the parish priest, and the children	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(44, 1)	Paused in their play to kiss the hand he extended to bless them.	sww|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(45, 1)	Reverend walked he among them; and up rose matrons and maidens,	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(46, 1)	Hailing his slow approach with words of affectionate welcome.	sww|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(47, 1)	Then came the laborers home from the field, and serenely the sun sank	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(48, 1)	Down to his rest, and twilight prevailed. Anon from the belfry	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(49, 1)	Softly the Angelus sounded, and over the roofs of the village	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(50, 1)	Columns of pale blue smoke, like clouds of incense ascending,	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(51, 1)	Rose from a hundred hearths, the homes of peace and contentment.	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(52, 1)	Thus dwelt together in love these simple Acadian farmers, 	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(53, 1)	Dwelt in the love of God and of man. Alike were they free from	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(54, 1)	Fear, that reigns with the tyrant, and envy, the vice of republics.	sw|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(55, 1)	Neither locks had they to their doors, nor bars to their windows;	sw|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(56, 1)	But their dwellings were open as day and the hearts of the owners;	sw|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(57, 1)	There the richest was poor, and the poorest lived in abundance.	sw|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(58, 2)	Somewhat apart from the village, and nearer the Basin of Minas,	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(59, 2)	Benedict Bellefontaine, the wealthiest farmer of Grand-Pré,	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(60, 2)	Dwelt on his goodly acres; and with him, directing his household,	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847	(61, 2)	Gentle Evangeline lived, his child, and the pride of the village.	sww|sww|sw|sww|sww|sw
