abolished	ə.'bɑ.lɪʃt
abolishes	ə.'bɑ.lɪ.ʃɪz
abolishing	ə.'bɑ.lɪ.ʃɪŋ
abolition	`æ.bə.'lɪ.ʃən
abolitionism	`æ.bə.'lɪ.ʃə.`nɪ.zəm
abolitionist	`æ.bə.'lɪ.ʃə.nəst
abolitionists	`æ.bə.'lɪ.ʃə.nəsts
abominable	ə.'bɑ.mə.nʌ.bəl
abomination	ə.`bɑ.mə.'neɪ.ʃən
abood	ə.'buːd
aboodi	ə.'buː.diː
aboriginal	`æ.bɛː.'ɪ.ʤə.nəl
aborigine	`æ.bɛː.'ɪ.ʤə.niː
aborigines	`æ.bɛː.'ɪ.ʤə.niːz
aborn	ə.'bɔːrn
abort	ə.'bɔːrt
aborted	ə.'bɔːr.tɪd
abortifacient	ə.`bɔːr.tʌ.'feɪ.ʃənt
abortifacients	ə.`bɔːr.tʌ.'feɪ.ʃənts
aborting	ə.'bɔːr.tɪŋ
abortion	ə.'bɔːr.ʃən
abortionist	ə.'bɔːr.ʃə.nɪst
abortionists	ə.'bɔːr.ʃə.nɪsts
abortions	ə.'bɔːr.ʃənz
abortive	ə.'bɔːr.tɪv
abott	ə.'bɑt
abou	ə.'buː
aboud	ɑ.'buːd
abouhalima	`ɑ.buː.hɑ.'liː.mə
abouhalima's	`ɑ.buː.hɑ.'liː.məz
abound	ə.'baʊnd
abounded	ə.'baʊn.dɪd
abounding	ə.'baʊn.dɪŋ
abounds	ə.'baʊndz
about	ə.'baʊt
about's	ə.'baʊts
above	ə.'bʌv
above's	ə.'bʌvz
aboveboard	ə.'bʌv.`bɔːrd
abplanalp	'æb.plə.nælp
abra	'ɑ.brə
abracadabra	`æ.brə.kə.'dæ.brə
abraham	'eɪ.brə.`hæm
abrahamian	`æ.brə.'heɪ.miː.ən
abrahams	'eɪ.brə.`hæmz
abrahamsen	æ.brə.'hæm.sən
abrahamson	ə.'bræ.hʌm.sən
abram	ə.'bræm
abramczyk	'ɑ.brʌm.ʧɪk
abramo	ɑ.'brɑ.moʊ
abramovitz	ə.'brɑ.mə.vɪts
abramowicz	ə.'brɑ.mə.vɪʧ
abramowitz	ə.'brɑ.mə.wɪts
abrams	'eɪ.brəmz
abramson	'eɪ.brʌm.sən
abrasion	ə.'breɪ.ʒən
abrasions	ə.'breɪ.ʒənz
abrasive	ə.'breɪ.sɪv
abrasives	ə.'breɪ.sɪvz
abreast	ə.'brɛst
abrego	ɑ.'brɛ.goʊ
abreu	ə.'bruː
abridge	ə.'brɪʤ
abridged	ə.'brɪʤd
abril	ə.'brɪl
abroad	ə.'brɔːd
abrogate	'æ.brə.`geɪt
abrogated	'æ.brə.`geɪ.tɪd
abrogating	'æ.brə.`geɪ.tɪŋ
abrogation	`æ.brə.'geɪ.ʃən
abron	ə.'brɑn
abrupt	ə.'brʌpt
abruptly	ə.'brʌpt.liː
abruptness	ə.'brʌpt.nəs
abrutyn	'eɪ.bruː.tɪn
abruzzese	ɑ.bruːt.'seɪ.ziː
abruzzo	ɑ.'bruː.zoʊ
abs	'eɪ.'biː.'ɛs
abs	'æbz
absalom	'æb.sə.ləm
abscam	'æb.skæm
abscess	'æb.`sɛs
absence	'æb.səns
absences	'æb.sən.sɪz
absent	'æb.sənt
absentee	`æb.sən.'tiː
absenteeism	`æb.sən.'tiː.ɪ.zəm
absentees	`æb.sən.'tiːz
absentia	æb.'sɛn.ʃə
absher	'æb.ʃɛː
abshier	'æb.ʃiː.ɛː
abshire	'æb.`ʃaɪr
abso	'æb.soʊ
absolom	'æb.sə.ləm
absolut	`æb.sə.'luːt
absolute	'æb.sə.`luːt
absolutely	`æb.sə.'luːt.liː
absoluteness	'æb.sə.`luːt.nəs
absolutes	'æb.sə.`luːts
absolution	`æb.sə.'luː.ʃən
absolutism	'æb.sə.`luː.`tɪ.zəm
absolutist	æb.sɪ.'luː.tɪst
absolve	əb.'zɑlv
absolved	əb.'zɑlvd
absolves	əb.'zɑlvz
absolving	əb.'zɑl.vɪŋ
absorb	əb.'zɔːrb
absorbed	əb.'zɔːrbd
absorbency	əb.'zɔːr.bən.siː
absorbent	əb.'zɔːr.bənt
absorber	əb.'zɔːr.bɛː
absorbers	əb.'zɔːr.bɛːz
absorbing	əb.'zɔːr.bɪŋ
absorbs	əb.'zɔːrbz
absorption	əb.'zɔːrp.ʃən
abstain	əb.'steɪn
abstained	əb.'steɪnd
abstaining	əb.'steɪ.nɪŋ
abstention	əb.'stɛn.ʧən
abstentions	əb.'stɛn.ʧənz
abstinence	'æb.stə.nəns
abstinent	'æb.stə.nənt
abston	'æb.stən
abstract	æb.'strækt
abstract	'æb.`strækt
abstracted	'æb.`stræk.tɪd
abstraction	æb.'stræk.ʃən
abstractions	æb.'stræk.ʃənz
abstracts	'æb.strækts
abstruse	əb.'struːs
absurd	əb.'sɛːd
absurdist	əb.'sɛː.dɪst
absurdities	əb.'sɛː.də.tiːz
absurdity	əb.'sɛː.də.tiː
absurdly	əb.'sɛːd.liː
abt	'æbt
abt	'eɪ.'biː.'tiː
abts	'æbts
abts	'eɪ.'biː.'tiːz
abts	'eɪ.'biː.'tiː.'ɛs
abu	'æ.buː
abudrahm	ə.'bə.drʌm
abuladze	`æ.bjuː.'læd.ziː
abundance	ə.'bən.dəns
abundant	ə.'bən.dənt
abundantly	ə.'bən.dənt.liː
aburto	ə.'bʊr.`toʊ
aburto's	ə.'bʊr.`toʊz
abuse	ə.'bjuːs
abused	ə.'bjuːzd
abuser	ə.'bjuː.zɛː
abusers	ə.'bjuː.zɛːz
abuses	ə.'bjuː.sɪz
abusing	ə.'bjuː.zɪŋ
abusive	ə.'bjuː.sɪv
abut	ə.'bət
abuts	ə.'bəts
abutted	ə.'bə.təd
abutting	ə.'bə.tɪŋ
abuzz	ə.'bəz
abysmal	ə.'bɪz.məl
abysmally	ə.'bɪz.mə.liː
abyss	ə.'bɪs
abzug	'æb.`zʌg
ac	'eɪ.'siː
aca	'æ.kə
acacia	ə.'keɪ.ʃə
academe	'æ.kə.`diːm
academia	`æ.kə.'diː.miː.ə
academic	`æ.kə.'dɛ.mɪk
academically	`æ.kə.'dɛ.mɪ.kliː
academician	`æ.kə.də.'mɪ.ʃən
academicians	`æ.kə.də.'mɪ.ʃənz
academicians	ə.`kæ.də.'mɪ.ʃənz
academics	`æ.kə.'dɛ.mɪks
academies	ə.'kæ.də.miːz
academy	ə.'kæ.də.miː
academy's	ə.'kæ.də.miːz
acadia	ə.'keɪ.diː.ə
acampora	ə.'kæm.pɛː.ə
acantha	ɑ.'kɑn.ðə
acapulco	`æ.kə.'pʊl.koʊ
accardi	ɑ.'kɑr.diː
accardo	ɑ.'kɑr.doʊ
accede	æk.'siːd
acceded	æk.'siː.dɪd
accedes	æk.'siːdz
acceding	æk.'siː.dɪŋ
accel	ək.'sɛl
accelerant	æk.'sɛ.lɛː.ənt
accelerants	æk.'sɛ.lɛː.ənts
accelerate	æk.'sɛ.lɛː.`eɪt
accelerated	æk.'sɛ.lɛː.`eɪ.tɪd
accelerates	æk.'sɛ.lɛː.`eɪts
accelerating	æk.'sɛ.lɛː.`eɪ.tɪŋ
acceleration	`æk.`sɛ.lɛː.'eɪ.ʃən
accelerator	æk.'sɛ.lɛː.`eɪ.tɛː
accelerometer	æk.`sɛ.lɛː.'ɑ.mə.tɛː
accelerometers	æk.`sɛ.lɛː.'ɑ.mə.tɛːz
accent	ək.'sɛnt
accent	'æk.`sɛnt
accented	'æk.sɛn.tɪd
accenting	'æk.sɛn.tɪŋ
accents	'æk.sɛnts
accentuate	æk.'sɛn.ʧuː.eɪt
accentuated	æk.'sɛn.ʧə.`weɪ.tɪd
accentuates	æk.'sɛn.ʧuː.eɪts
accentuating	æk.'sɛn.ʧə.`weɪ.tɪŋ
accept	æk.'sɛpt
acceptability	ək.`sɛp.tʌ.'bɪ.lə.tiː
acceptable	æk.'sɛp.tʌ.bəl
acceptance	æk.'sɛp.təns
acceptances	æk.'sɛp.tən.sɪz
accepted	æk.'sɛp.tɪd
accepting	æk.'sɛp.tɪŋ
accepts	æk.'sɛpts
access	'æk.`sɛs
accessed	'æk.`sɛst
accessibility	`æk.sɛ.sə.'bɪ.lɪ.tiː
accessible	æk.'sɛ.sə.bəl
accessing	'æk.`sɛ.sɪŋ
accession	ək.'sɛ.ʃən
accessories	æk.'sɛ.sɛː.iːz
accessorize	æk.'sɛ.sɛː.`aɪz
accessorized	æk.'sɛ.sɛː.`aɪzd
accessory	æk.'sɛ.sɛː.iː
accetta	ɑ.'ʧɛ.tʌ
accident	'æk.sə.dənt
accident's	'æk.sə.dənts
accidental	`æk.sə.'dɛn.təl
accidentally	`æk.sə.'dɛn.tʌ.liː
accidently	'æk.sə.dənt.liː
accidents	'æk.sə.dənts
accion	'æ.ʧiː.ən
accival	'æ.sɪ.`vɑl
acclaim	ə.'kleɪm
acclaimed	ə.'kleɪmd
acclaiming	ə.'kleɪ.mɪŋ
acclimate	'æ.klʌ.`meɪt
acclimated	'æ.klʌ.`meɪ.tɪd
acclimation	`æ.klʌ.'meɪ.ʃən
acco	'æ.koʊ
accola	ɑ.'koʊ.lə
accolade	'æ.kə.`leɪd
accolades	'æ.kə.`leɪdz
accomando	ɑ.koʊ.'mɑn.doʊ
accommodate	ə.'kɑ.mə.`deɪt
accommodated	ə.'kɑ.mə.`deɪ.təd
accommodates	ə.'kɑ.mə.`deɪts
accommodating	ə.'kɑ.mə.`deɪ.tɪŋ
accommodation	ə.`kɑ.mə.'deɪ.ʃən
accommodations	ə.`kɑ.mə.'deɪ.ʃənz
accommodative	ə.'kɑ.mə.`deɪ.tɪv
accompanied	ə.'kəm.pə.niːd
accompanies	ə.'kəm.pə.niːz
accompaniment	ə.'kʌmp.nɪ.mənt
accompaniments	ə.'kʌmp.nɪ.mənts
accompanist	ə.'kəm.pə.nəst
accompany	ə.'kəm.pə.niː
accompanying	ə.'kəm.pə.niː.ɪŋ
accompli	`ɑ.'kɑm.pliː
accompli	ə.'kɑm.pliː
accomplice	ə.'kɑm.pləs
accomplices	ə.'kɑm.plə.səz
accomplish	ə.'kɑm.plɪʃ
accomplished	ə.'kɑm.plɪʃt
accomplishes	ə.'kɑm.plɪ.ʃɪz
accomplishing	ə.'kɑm.plɪ.ʃɪŋ
accomplishment	ə.'kɑm.plɪ.ʃmənt
accomplishments	ə.'kɑm.plɪ.ʃmənts
accor	'æ.`kɔːr
accor's	'æ.kɛːz
accord	ə.'kɔːrd
accord's	ə.'kɔːrdz
accordance	ə.'kɔːr.dəns
accorded	ə.'kɔːr.dɪd
according	ə.'kɔːr.dɪŋ
accordingly	ə.'kɔːr.dɪŋ.liː
accordion	ə.'kɔːr.diː.ən
accordions	ə.'kɔːr.diː.ənz
accords	ə.'kɔːrdz
accost	ə.'kɔːst
accosted	ə.'kɑ.stəd
accosting	ə.'kɑ.stɪŋ
account	ə.'kaʊnt
account's	ə.'kaʊnts
accountability	ə.'kaʊn.tʌ.bɪ.lɪ.tiː
accountable	ə.'kaʊn.tʌ.bəl
accountancy	ə.'kaʊn.tən.siː
accountant	ə.'kaʊn.tənt
accountant's	ə.'kaʊn.tənts
accountants	ə.'kaʊn.tənts
accountants'	ə.'kaʊn.tənts
accounted	ə.'kaʊn.təd
accountemp	ə.'kaʊn.`tɛmp
accountemps	ə.'kaʊn.`tɛmps
accounting	ə.'kaʊn.tɪŋ
accounts	ə.'kaʊnts
accouterment	ə.'kuː.tɛː.mənt
accouterments	ə.'kuː.tɛː.mənts
accredit	ə.`krɛ.dət
accreditation	ə.`krɛ.də.'teɪ.ʃən
accreditations	ə.`krɛ.də.'deɪ.ʃənz
accredited	ə.'krɛ.dɪ.tɪd
accrediting	ə.'krɛ.də.tɪŋ
accretion	ə.'kriː.ʃən
accrual	ə.'kruː.əl
accruals	ə.'kruː.əlz
accrue	ə.'kruː
accrued	ə.'kruːd
accrues	ə.'kruːz
accruing	ə.'kruː.ɪŋ
accumulate	ə.'kjuː.mjə.`leɪt
accumulated	ə.'kjuː.mjə.`leɪ.tɪd
accumulates	ə.'kjuː.mjə.`leɪts
accumulating	ə.'kjuː.mjə.`leɪ.tɪŋ
accumulation	ə.`kjuː.mjə.'leɪ.ʃən
accumulations	ə.`kjuː.mjə.'leɪ.ʃənz
accumulative	ə.'kjuː.mjə.`leɪ.tɪv
accumulatively	ə.'kjuː.mjə.`leɪ.tɪv.liː
accumulatively	ə.'kjuː.mjə.lə.tɪv.liː
accumulator	ə.'kjuː.mjə.`leɪ.tɛː
accumulators	ə.'kjuː.mjə.`leɪ.tɛːz
accuracies	'æ.kjɛː.ə.siːz
accuracy	'æ.kjɛː.ə.siː
accurate	'æ.kjɛː.ət
accurately	'æ.kjɛː.ət.liː
accuray	'æ.kjɛː.`eɪ
accuray's	'æ.kjɛː.`eɪz
accuride	'æ.kjɛː.`aɪd
accurso	ɑ.'kʊr.soʊ
accusation	`æ.kjə.'zeɪ.ʃən
accusations	`æ.kjə.'zeɪ.ʃənz
accusative	ə.'kjuː.zʌ.tɪv
accusatory	ə.'kjuː.zʌ.`tɔː.riː
accuse	ə.'kjuːz
accused	ə.'kjuːzd
accuser	ə.'kjuː.zɛː
accusers	ə.'kjuː.zɛːz
accuses	ə.'kjuː.zɪz
accusing	ə.'kjuː.zɪŋ
accusingly	ə.'kjuː.zɪŋ.liː
accustom	ə.'kə.stəm
accustomed	ə.'kə.stəmd
accutane	'æ.kjuː.`teɪn
ace	'eɪs
aced	'eɪst
acer	'eɪ.sɛː
acerbic	ə.'sɛr.bɪk
acero	ə.'sɛ.roʊ
acerra	ə.'sɛ.rə
aces	'eɪ.sɪz
acetaminophen	ə.`siː.tʌ.'mɪ.nʌ.fʌn
acetate	'æ.sə.`teɪt
acetic	ə.'sɛ.tɪk
aceto	ɑ.'sɛ.toʊ
acetone	'æ.sə.`toʊn
acetylcholine	ə.`sɛ.təl.'koʊ.liːn
acetylene	ə.'sɛ.tʌ.`liːn
acevedo	æ.sə.'veɪ.doʊ
aceves	ɑ.'seɪ.vɛs
acey	'eɪ.siː
achatz	'æ.kəts
ache	'eɪk
achebe	ɑ.'ʧeɪ.biː
achee	ə.'ʧiː
achenbach	'æ.kɪn.bɑk
achenbaum	'æ.kən.`baʊm
aches	'eɪks
acheson	'æ.ʧə.sən
achey	'æ.ʧiː
achievable	ə.'ʧiː.və.bəl
achieve	ə.'ʧiːv
achieved	ə.'ʧiːvd
achievement	ə.'ʧiːv.mənt
achievements	ə.'ʧiːv.mənts
achiever	ə.'ʧiː.vɛː
achievers	ə.'ʧiː.vɛːz
achieves	ə.'ʧiːvz
achieving	ə.'ʧiː.vɪŋ
achille	ə.'kɪ.liː
achilles	ə.'kɪ.liːz
achilles'	ə.'kɪ.liːz
aching	'eɪ.kɪŋ
achmed	'ɑh.mɛd
achoa	ə.'ʧoʊ.ə
achoa's	ə.'ʧoʊ.əz
achor	'eɪ.kɛː
achord	'æ.kɔːrd
achorn	'æ.kɛːn
achtenberg	'æk.tɛn.bɛːg
achterberg	'æk.tɛː.bɛːg
achy	'eɪ.kiː
acid	'æ.səd
acidic	ə.'sɪ.dɪk
acidification	ə.`sɪ.də.fə.'keɪ.ʃən
acidified	ə.'sɪ.də.`faɪd
acidifies	ə.'sɪ.də.`faɪz
acidify	ə.'sɪ.də.`faɪ
acidity	ə.'sɪ.də.tiː
acidly	'æ.səd.liː
acidosis	`æ.sə.'doʊ.səs
acids	'æ.sədz
aciduria	`æ.sə.'dʊ.riː.ə
acierno	ɑ.'sɪr.noʊ
ack	'æk
acker	'æ.kɛː
acker's	'æ.kɛːz
ackerley	'æ.kɛː.liː
ackerly	'æ.kɛː.liː
ackerman	'æ.kɛː.mən
ackermann	'æ.kɛː.mən
ackerson	'æ.kɛː.sən
ackert	'æ.kɛːt
ackhouse	'æk.`haʊs
ackland	'æ.klənd
ackles	'æ.kəlz
ackley	'æ.kliː
acklin	'æ.klɪn
ackman	'æk.mən
acknowledge	æk.'nɑ.lɪʤ
acknowledgeable	æk.'nɑ.lɪ.ʤə.bəl
acknowledged	æk.'nɑ.lɪʤd
acknowledgement	æk.'nɑ.lɪʤ.mənt
acknowledges	æk.'nɑ.lɪ.ʤɪz
acknowledging	æk.'nɑ.lɪ.ʤɪŋ
acknowledgment	æk.'nɑ.lɪʤ.mənt
ackroyd	'æ.`krɔɪd
ackroyd's	'æ.`krɔɪdz
acmat	'æk.mæt
acmat's	'æk.mæts
acme	'æk.miː
acme's	'æk.miːz
acne	'æk.niː
acocella	ɑ.koʊ.'ʧɛ.lə
acoff	'æ.kɔːf
acog	ə.'kɔːg
acolyte	'æ.kə.`laɪt
acolytes	'æ.kə.`laɪts
acord	ə.'kɔːrd
acorn	'eɪ.kɔːrn
acorns	'eɪ.kɔːrnz
acosta	ə.'kɔː.stə
acoustic	ə.'kuː.stɪk
acoustical	ə.'kuː.stɪ.kəl
acoustically	ə.'kuː.stɪ.kliː
acoustics	ə.'kuː.stɪks
acquaint	ə.'kweɪnt
acquaintance	ə.'kweɪn.təns
acquaintances	ə.'kweɪn.tən.sɪz
acquaintanceship	ə.'kweɪn.təns.ʃɪp
acquainted	ə.'kweɪn.tɪd
acquaviva	ɑ.kwɑ.'viː.və
acquiesce	`æ.kwiː.'ɛs
acquiesced	`æ.kwiː.'ɛst
acquiescence	`æ.kwiː.'ɛ.səns
acquiescing	`æ.kwiː.'ɛ.sɪŋ
acquire	ə.'kwaɪ.ɛː
acquired	ə.'kwaɪ.ɛːd
acquirer	ə.'kwaɪ.ɛː.ɛː
acquirers	ə.'kwaɪ.ɛː.ɛːz
acquires	ə.'kwaɪ.ɛːz
acquiring	ə.'kwaɪ.rɪŋ
acquiring	ə.'kwaɪ.ɛː.ɪŋ
acquisition	`æ.kwə.'zɪ.ʃən
acquisition's	`æ.kwə.'zɪ.ʃənz
acquisitions	`æ.kwə.'zɪ.ʃənz
acquisitive	ə.'kwɪ.zʌ.tɪv
acquit	ə.'kwɪt
acquitaine	'æ.kwɪ.`teɪn
acquits	ə.'kwɪts
acquittal	ə.'kwɪ.təl
acquittals	ə.'kwɪ.təlz
acquitted	ə.'kwɪ.təd
acquitting	ə.'kwɪ.tɪŋ
acre	'eɪ.kɛː
acreage	'eɪ.kɛː.ɪʤ
acreage	'eɪ.krəʤ
acree	ə.'kriː
acres	'eɪ.kɛːz
acrey	'æ.kriː
acri	'ɑ.kriː
acrid	'æ.krɪd
acrimonious	`æ.krə.'moʊ.niː.əs
acrimony	'æ.krɪ.`moʊ.niː
acrobat	'æ.krə.`bæt
acrobatic	`æ.krə.'bæ.tɪk
acrobatics	`æ.krə.'bæ.tɪks
acrobats	'æ.krə.`bæts
acronym	'æ.krə.nɪm
acronyms	'æ.krə.nɪmz
acropolis	ə.'krɑ.pə.ləs
across	ə.'krɔːs
acrylic	ə.'krɪ.lɪk
acrylics	ə.'krɪ.lɪks
act	'ækt
act's	'ækts
actava	`æk.'tɑ.və
acted	'æk.təd
actigall	'æk.tɪ.gɔːl
actin	'æk.tən
acting	'æk.tɪŋ
actinide	'æk.tɪ.`naɪd
actinidia	`æk.tɪ.'nɪ.diː.ə
action	'æk.ʃən
action's	'æk.ʃənz
actionable	'æk.ʃə.nʌ.bəl
actions	'æk.ʃənz
activase	'æk.tɪ.`veɪz
activate	'æk.tʌ.`veɪt
activated	'æk.tʌ.`veɪ.təd
activates	'æk.tʌ.`veɪts
activating	'æk.tʌ.`veɪ.tɪŋ
activation	`æk.tʌ.'veɪ.ʃən
activator	'æk.tʌ.`veɪ.tɛː
active	'æk.tɪv
actively	'æk.tɪv.liː
actives	'æk.tɪvz
activision	'æk.tɪ.`vɪ.ʒən
activism	'æk.tɪ.`vɪ.zəm
activist	'æk.tʌ.vəst
activists	'æk.tʌ.vəsts
activists'	'æk.tɪ.vɪsts
activities	æk.'tɪ.və.tiːz
activity	æk.'tɪ.və.tiː
actmedia	ækt.'miː.diː.ə
actodine	'æk.toʊ.`daɪn
acton	'æk.tən
actor	'æk.tɛː
actor's	'æk.tɛːz
actors	'æk.tɛːz
actors'	'æk.tɛːz
actress	'æk.trəs
actress's	'æk.trə.sɪz
actresses	'æk.trə.sɪz
acts	'ækts
actual	'æk.ʧə.wəl
actual	'æk.ʃəl
actuality	`æk.ʧə.'wæ.lə.tiː
actualize	'æk.ʧə.wə.`laɪz
actually	'æk.ʧə.wə.liː
actually	'æk.ʃliː
actually	'æk.ʃə.liː
actuarial	`æk.ʧə.'wɛ.riː.əl
actuaries	'æk.ʧə.`wɛ.riːz
actuary	'æk.ʧə.`wɛ.riː
actuate	'æk.ʧuː.`weɪt
actuator	'æk.tjuː.`eɪ.tɛː
actuators	'æk.tjuː.`eɪ.tɛːz
actus	'æk.təs
acuff	ə.'kʌf
acuity	ə.'kjuː.ə.tiː
acumen	ə.'kjuː.mən
acuna	ɑ.'kuː.nʌ
acupuncture	'æ.kjuː.`pʌŋk.ʧɛː
acura	'æ.kjɛː.ə
acura's	'æ.kjɛː.əz
acuras	'æ.kjɛː.əz
acuson	`æ.'kjuː.sən
acustar	'æ.kjuː.`stɑr
acusyst	'æ.kjuː.sɪst
acute	ə.'kjuːt
acutely	ə.'kjuːt.liː
acuteness	ə.'kjuːt.nəs
