"Line Scheme","Meter Scheme","PoemID","Poet","Title","Year","constraint_SUM_VIOL","constraint_footmin-f-resolution","constraint_footmin-w-resolution","constraint_strength.w=>-p","constraint_stress.s=>-u","constraint_stress.w=>-p","line","line_is_in_nonbounded_parses","line_iscorrect","line_iscorrect_dummy","line_iscorrect_dummy_iambic","line_iscorrect_human2","line_num","meter_info","num_sylls","num_sylls_correct","num_sylls_correct_control","num_sylls_correct_control_iambic","num_sylls_correct_human2","parse","parse_comp","parse_human","parse_human2","parse_str_compu","parse_str_human","parse_str_stress","parses_comp_nonbounded","perc_sylls_correct","perc_sylls_correct_control","perc_sylls_correct_control_iambic","perc_sylls_correct_human2","prosody_ipa","prosody_stress"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"Never hear the sweet music of speech,",0,0,1,0,1,"(11, 2)","None",9,7,9,4,9,"wwswwswws","swswsswws","wwswwswws","wwswwswws","NEV  er  HEAR  the  SWEET  MU  sic  of  SPEECH","nev  er  HEAR  the  sweet  MU  sic  of  SPEECH","NEV  er  HEAR  the  SWEET  MU  sic  of  SPEECH","swswsswws | swswswsws | swswsswsw | sswswswws | sswswswsw | sswswssws",0.777777777778,1,0.444444444444,1,"`nɛ.vɛː `hɪr ðə `swiːt `mjuː.zɪk ʌv `spiːʧ","PU P U P PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"I start at the sound of my own.",1,1,0,0,1,"(12, 2)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","i  START  at  the  SOUND  of  my  OWN","i  START  at  the  SOUND  of  my  OWN","i  START  at  the  SOUND  of  my  OWN","wswwswws",1,0.375,0.625,1,"aɪ `stɑrt æt ðə `saʊnd ʌv maɪ `oʊn","U P U U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"The beasts that roam over the plain",0,0,0,0,1,"(13, 2)","None",8,7,3,5,8,"wswwswws","wswsswws","wswwswws","wswwswws","the  BEASTS  that  ROAM  OV  er  the  PLAIN","the  BEASTS  that  roam  OV  er  the  PLAIN","the  BEASTS  that  ROAM  OV  er  the  PLAIN","wswsswws | wswswsws | wswsswsw | swswswsw | swswssws",0.875,0.375,0.625,1,"ðə `biːsts ðət `roʊm `oʊ.vɛː ðə `pleɪn","U P U P PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"My form with indifference see,",0,0,0,0,1,"(14, 2)","None",8,6,3,4,8,"wswwswws","wswwsws","wswwswws","wswwswws","my  FORM  with  ind  IFF  erence  SEE","my  FORM  with  ind  IFF  erence  see","my  FORM  with  ind  IFF  erence  SEE","wswwsws | wswssws | swswsws | wswswws",0.75,0.375,0.5,1,"maɪ `fɔːrm wɪð ɪn.`dɪ.frəns `siː","U P U UPU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,0,0,1,0,"They are so unacquainted with man,",0,0,1,0,1,"(15, 2)","None",9,6,9,4,9,"wwswwswws","swwswswws","wwswwswws","wwswwswws","THEY  are  so  UN  ac  QUAINT  ed  with  MAN","they  are  SO  un  ac  QUAINT  ed  with  MAN","THEY  are  so  un  ac  QUAINT  ed  with  MAN","swwswswws | swwswswsw | swwswssws",0.666666666667,1,0.444444444444,1,"`ðeɪ ɑr soʊ ʌ.næ.`kweɪn.tɪ wɪð `mæn","P U U UUPU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,0,0,1,0,"Their tameness is shocking to me.",0,0,0,0,0,"(16, 2)","None",8,5,3,5,3,"wswwswws","wswsswsw","wswwswws","wwswwswws","their  TAME  ness  IS  SHOCK  ing  TO  me","their  TAME  ness  is  SHOCK  ing  to  ME","their  TAME  ness  IS  SHOCK  ing  to  me","wswsswsw | wswwswsw | wswwssww | wswswsww | wswswwsw | wsswswsw | wsswssww",0.625,0.375,0.625,0.375,"ðɛr `teɪm.nʌ `ɪz `ʃɑ.kɪŋ tuː miː","U PU P PU U U"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,1,0,0,0,"Society, friendship, and love,",0,0,0,0,0,"(17, 3)","None",7,2,2,3,2,"swwswws","wswwswws","swwswws","wswwswws","so  CI  et  y  FRIEND  ship  and  LOVE","SO  ci  et  Y  friend  ship  AND","so  CI  et  y  FRIEND  ship  and  LOVE","wswwswws | wswsswws | wswwswsw | wswwssws | wswswsws | wswsswsw",0.285714285714,0.285714285714,0.428571428571,0.285714285714,"sə.`saɪ.ə.tiː `frɛnd.ʃɪp ænd `lʌv","UPUU PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,0,0,0,1,"Divinely bestow'd upon man,",0,0,0,0,1,"(18, 3)","None",8,6,3,5,8,"wswwswws","wswwswsw","wswwswws","wswwswws","di  VINE  ly  be  STOW'D  up  ON  man","di  VINE  ly  be  STOW'D  up  on  MAN","di  VINE  ly  be  STOW'D  up  ON  MAN","wswwswsw | wswwswss | wswsswsw | wswsswss | wsswswsw | wsswswss | swswswsw | swswswss",0.75,0.375,0.625,1,"dɪ.`vaɪn.liː bɪ.`stoʊd ə.`pɑn `mæn","UPU UP UP P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Oh had I the wings of a dove,",0,0,0,0,1,"(19, 3)","None",8,5,3,5,8,"wswwswws","swswswws","wswwswws","wswwswws","OH  had  I  the  WINGS  of  a  DOVE","oh  HAD  i  the  WINGS  of  a  DOVE","OH  had  I  the  WINGS  of  a  DOVE","swswswws",0.625,0.375,0.625,1,"`oʊ hæd `aɪ ðə `wɪŋz ʌv eɪ `dəv","P U P U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"How soon would I taste you again!",1,1,0,0,1,"(20, 3)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","how  SOON  would  i  TASTE  you  ag  AIN","how  SOON  would  i  TASTE  you  ag  AIN","how  SOON  would  i  TASTE  you  ag  AIN","wswwswws | wswswsws | wswwswss",1,0.375,0.625,1,"haʊ `suːn wʊd aɪ `teɪst juː ə.`gɛn","U P U U P U UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"My sorrows I then might assuage",0,0,0,0,1,"(21, 3)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","my  SOR  rows  I  then  MIGHT  as  SUAGE","my  SOR  rows  i  THEN  might  as  SUAGE","my  SOR  rows  I  then  MIGHT  as  SUAGE","wswswsws",0.625,0.375,0.625,1,"maɪ `sɑ.roʊz `aɪ ðɛn `maɪt ə.`sweɪʤ","U PU P U P UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"In the ways of religion and truth,",1,1,1,0,1,"(22, 3)","None",9,9,9,4,9,"wwswwswws","wwswwswws","wwswwswws","wwswwswws","in  the  WAYS  of  re  LI  gion  and  TRUTH","in  the  WAYS  of  re  LI  gion  and  TRUTH","in  the  WAYS  of  re  LI  gion  and  TRUTH","wwswwswws | wwswwssws | swswwswws | swswwssws | wswswssws | wwswswsws | wwswsswsw | swswswsws | swswsswsw",1,1,0.444444444444,1,"ɪn ðə `weɪz ʌv rɪ.`lɪ.ʤən ænd `truːθ","U U P U UPU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"Might learn from the wisdom of age,",1,1,0,0,1,"(23, 3)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","might  LEARN  from  the  WIS  dom  of  AGE","might  LEARN  from  the  WIS  dom  of  AGE","might  LEARN  from  the  WIS  dom  of  AGE","wswwswws | wswwswsw | wswwssws",1,0.375,0.625,1,"maɪt `lɛːn frʌm ðə `wɪz.dəm ʌv `eɪʤ","U P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"And be cheer'd by the sallies of youth.",1,1,1,0,1,"(24, 3)","None",9,9,9,4,9,"wwswwswws","wwswwswws","wwswwswws","wwswwswws","and  be  CHEER'D  by  the  SAL  lies  of  YOUTH","and  be  CHEER'D  by  the  SAL  lies  of  YOUTH","and  be  CHEER'D  by  the  SAL  lies  of  YOUTH","wwswwswws | wwswwssws",1,1,0.444444444444,1,"ænd biː `ʧɪrd baɪ ðə `sæ.liːz ʌv `juːθ","U U P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"Religion! what treasure untold",1,0,0,0,1,"(25, 4)","None",8,7,3,5,8,"wswwswws","wswsswws","wswwswws","wswwswws","re  LI  gion  WHAT  TREA  sure  un  TOLD","re  LI  gion  what  TREA  sure  un  TOLD","re  LI  gion  WHAT  TREA  sure  un  TOLD","wswsswws | wswwswws | wswwssws | wsswswws | wsswssws | wswswsws",0.875,0.375,0.625,1,"rɪ.`lɪ.ʤən `wʌt `trɛ.ʒɛː ən.`toʊld","UPU P PU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Resides in that heavenly word!",0,0,0,0,1,"(26, 4)","None",8,6,3,4,8,"wswwswws","wswwsws","wswwswws","wswwswws","re  SIDES  in  that  HEA  venly  WORD","re  SIDES  in  that  HEA  venly  word","re  SIDES  in  that  HEA  venly  WORD","wswwsws",0.75,0.375,0.5,1,"rɪ.`zaɪdz ɪn ðət `hɛvn.liː `wɛːd","UP U U PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"More precious than silver and gold,",1,1,0,0,1,"(27, 4)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","more  PRE  cious  than  SIL  ver  and  GOLD","more  PRE  cious  than  SIL  ver  and  GOLD","more  PRE  cious  than  SIL  ver  and  GOLD","wswwswws | wsswswws | wswwswsw | wswwssws | wsswswsw | wsswssws",1,0.375,0.625,1,"mɔːr `prɛ.ʃəs ðæn `sɪl.vɛː ænd `goʊld","U PU U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"Or all that this earth can afford.",1,1,0,0,1,"(28, 4)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","or  ALL  that  this  EARTH  can  af  FORD","or  ALL  that  this  EARTH  can  af  FORD","or  ALL  that  this  EARTH  can  af  FORD","wswwswws | wwswswws | wswwswss | wwswswss | wswswsws | wswwswsw | wwswswsw",1,0.375,0.625,1,"ɔːr `ɔːl ðət ðɪs `ɛːθ kæn ə.`fɔːrd","U P U U P U UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"But the sound of the church-going bell",0,0,1,0,1,"(29, 4)","None",9,8,9,4,9,"wwswwswws","wwswwssws","wwswwswws","wwswwswws","but  the  SOUND  of  the  CHURCH-  GO  ing  BELL","but  the  SOUND  of  the  CHURCH-  go  ing  BELL","but  the  SOUND  of  the  CHURCH-  GO  ing  BELL","wwswwssws",0.888888888889,1,0.444444444444,1,"bət ðə `saʊnd ʌv ðə `tʃəːtʃ.`ɡəʊ.ɪŋ `bɛl","U U P U U PPU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,0,0,0,1,1,"These valleys and rocks never heard,",1,0,0,0,1,"(30, 4)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","these  VAL  leys  AND  rocks  NEV  er  HEARD","these  VAL  leys  and  ROCKS  nev  er  HEARD","these  VAL  leys  and  ROCKS  NEV  er  HEARD","wswswsws | wswwssws | wsswssws | wswwswws",0.625,0.375,0.625,1,"ðiːz `væ.liːz ænd `rɑks `nɛ.vɛː `hɛːd","U PU U P PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,0,1,"Ne'er sigh'd at the sound of a knell,",1,0,0,0,1,"(31, 4)","None",8,5,3,5,8,"wswwswws","swswswws","wswwswws","wswwswws","NE'ER  sigh'd  AT  the  SOUND  of  a  KNELL","ne'er  SIGH'D  at  the  SOUND  of  a  KNELL","NE'ER  SIGH'D  AT  the  SOUND  of  a  KNELL","swswswws | sswwswws | wswwswws",0.625,0.375,0.625,1,"`nɛr `saɪd `æt ðə `saʊnd ʌv eɪ `nɛl","P P P U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"Or smiled when a sabbath appear'd.",1,1,0,0,1,"(32, 4)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","or  SMILED  when  a  SAB  bath  ap  PEAR'D","or  SMILED  when  a  SAB  bath  ap  PEAR'D","or  SMILED  when  a  SAB  bath  ap  PEAR'D","wswwswws | wswwssws",1,0.375,0.625,1,"ɔːr `smaɪld wɛn eɪ `sæ.bəθ ə.`pɪrd","U P U U PU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Ye winds that have made me your sport,",1,1,0,0,1,"(33, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","ye  WINDS  that  have  MADE  me  your  SPORT","ye  WINDS  that  have  MADE  me  your  SPORT","ye  WINDS  that  have  MADE  me  your  SPORT","wswwswws",1,0.375,0.625,1,"jiː `wɪndz ðət hæv `meɪd miː jɔːr `spɔːrt","U P U U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,1,0,0,0,"Convey to this desolate shore",1,1,0,0,1,"(34, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","con  VEY  to  this  DES  o  late  SHORE","con  VEY  to  this  DES  o  late  SHORE","con  VEY  to  this  DES  o  late  SHORE","wswwswws | wswwssws | wswwswsw | wswwswss",1,0.375,0.625,1,"kən.`veɪ tuː ðɪs `dɛ.sə.lət `ʃɔːr","UP U U PUU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"Some cordial endearing report",1,1,0,0,1,"(35, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","some  COR  dial  en  DEAR  ing  re  PORT","some  COR  dial  en  DEAR  ing  re  PORT","some  COR  dial  en  DEAR  ing  re  PORT","wswwswws | wswsswws | wswwswss | wswwssws | wsswswws | swswswws | wswswsws | wswsswss | wswwswsw | wsswswss | wsswssws",1,0.375,0.625,1,"səm `kɔːr.ʤəl ɛn.`diː.rɪŋ riː.`pɔːrt","U PU UPU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Of a land I shall visit no more!",0,0,1,0,1,"(36, 5)","None",9,7,9,4,9,"wwswwswws","wwswwswsw","wwswwswws","wwswwswws","of  a  LAND  i  shall  VIS  it  NO  more","of  a  LAND  i  shall  VIS  it  no  MORE","of  a  LAND  i  shall  VIS  it  NO  more","wwswwswsw",0.777777777778,1,0.444444444444,1,"ʌv eɪ `lænd aɪ ʃæl `vɪ.zət `noʊ mɔːr","U U P U U PU P U"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"My friends, do they now and then send",1,1,0,0,1,"(37, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","my  FRIENDS  do  they  NOW  and  then  SEND","my  FRIENDS  do  they  NOW  and  then  SEND","my  FRIENDS  do  they  NOW  and  then  SEND","wswwswws",1,0.375,0.625,1,"maɪ `frɛndz duː ðeɪ `naʊ ænd ðɛn `sɛnd","U P U U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,0,0,1,0,"A wish or a thought after me?",0,0,0,0,1,"(38, 5)","None",8,7,3,5,8,"wswwswws","wswwssws","wswwswws","wswwswws","a  WISH  or  a  THOUGHT  AF  ter  ME","a  WISH  or  a  THOUGHT  af  ter  ME","a  WISH  or  a  THOUGHT  AF  ter  me","wswwssws | wswwssww | wswswsws | wswswsww | wswwswsw",0.875,0.375,0.625,1,"eɪ `wɪʃ ɔːr eɪ `θɔːt `æf.tɛː miː","U P U U P PU U"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"Oh tell me I yet have a friend,",1,0,0,0,1,"(39, 5)","None",8,4,3,5,8,"wswwswws","sswswsws","wswwswws","wswwswws","OH  TELL  me  I  yet  HAVE  a  FRIEND","oh  TELL  me  i  YET  have  a  FRIEND","OH  TELL  me  I  yet  HAVE  a  FRIEND","sswswsws | wswswsws | sswwswws | wswwswws",0.5,0.375,0.625,1,"`oʊ `tɛl miː `aɪ jɛt `hæv eɪ `frɛnd","P P U P U P U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"Though a friend I am never to see.",1,1,1,0,1,"(40, 5)","None",9,9,9,4,9,"wwswwswws","wwswwswws","wwswwswws","wwswwswws","though  a  FRIEND  i  am  NEV  er  to  SEE","though  a  FRIEND  i  am  NEV  er  to  SEE","though  a  FRIEND  i  am  NEV  er  to  SEE","wwswwswws | wwswwssws",1,1,0.444444444444,1,"ðoʊ eɪ `frɛnd aɪ æm `nɛ.vɛː tuː `siː","U U P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"How fleet is a glance of the mind!",1,1,0,0,1,"(41, 6)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","how  FLEET  is  a  GLANCE  of  the  MIND","how  FLEET  is  a  GLANCE  of  the  MIND","how  FLEET  is  a  GLANCE  of  the  MIND","wswwswws",1,0.375,0.625,1,"haʊ `fliːt ɪz eɪ `glæns ʌv ðə `maɪnd","U P U U P U U P"
