"Line Scheme","Meter Scheme","PoemID","Poet","Title","Year","constraint_SUM_VIOL","constraint_footmin-f-resolution","constraint_footmin-w-resolution","constraint_strength.w=>-p","constraint_stress.s=>-u","constraint_stress.w=>-p","line","line_is_in_nonbounded_parses","line_iscorrect","line_iscorrect_dummy","line_iscorrect_dummy_iambic","line_iscorrect_human2","line_num","meter_info","num_sylls","num_sylls_correct","num_sylls_correct_control","num_sylls_correct_control_iambic","num_sylls_correct_human2","parse","parse_comp","parse_human","parse_human2","parse_str_compu","parse_str_human","parse_str_stress","parses_comp_nonbounded","perc_sylls_correct","perc_sylls_correct_control","perc_sylls_correct_control_iambic","perc_sylls_correct_human2","prosody_ipa","prosody_stress"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"My sorrows I then might assuage",0,0,0,0,1,"(21, 3)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","my  SOR  rows  I  then  MIGHT  as  SUAGE","my  SOR  rows  i  THEN  might  as  SUAGE","my  SOR  rows  I  then  MIGHT  as  SUAGE","wswswsws",0.625,0.375,0.625,1,"maɪ `sɑ.roʊz `aɪ ðɛn `maɪt ə.`sweɪʤ","U PU P U P UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,4,0,0,0,3,1,"In the ways of religion and truth,",1,0,1,0,1,"(22, 3)","None",9,5,9,4,9,"wwswwswws","wswswssws","wwswwswws","wwswwswws","in  THE  ways  OF  re  LI  GION  and  TRUTH","in  the  WAYS  of  re  LI  gion  and  TRUTH","in  the  WAYS  of  re  LI  gion  and  TRUTH","wswswssws | swswwssws | wwswwssws | swswsswsw | wwswsswsw | swswwswws | wwswwswws | swswswsws | wwswswsws",0.555555555556,1,0.444444444444,1,"ɪn ðə `weɪz ʌv rɪ.`lɪ.ʤən ænd `truːθ","U U P U UPU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,0,0,0,1,1,"Might learn from the wisdom of age,",1,0,0,0,1,"(23, 3)","None",8,6,3,5,8,"wswwswws","wswwswsw","wswwswws","wswwswws","might  LEARN  from  the  WIS  dom  OF  age","might  LEARN  from  the  WIS  dom  of  AGE","might  LEARN  from  the  WIS  dom  of  AGE","wswwswsw | wswwswws | wswwssws",0.75,0.375,0.625,1,"maɪt `lɛːn frʌm ðə `wɪz.dəm ʌv `eɪʤ","U P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,1,0,"And be cheer'd by the sallies of youth.",1,0,1,0,1,"(24, 3)","None",9,8,9,4,9,"wwswwswws","wwswwssws","wwswwswws","wwswwswws","and  be  CHEER'D  by  the  SAL  LIES  of  YOUTH","and  be  CHEER'D  by  the  SAL  lies  of  YOUTH","and  be  CHEER'D  by  the  SAL  lies  of  YOUTH","wwswwssws | wwswwswws",0.888888888889,1,0.444444444444,1,"ænd biː `ʧɪrd baɪ ðə `sæ.liːz ʌv `juːθ","U U P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,0,0,0,2,0,"Religion! what treasure untold",1,0,0,0,1,"(25, 4)","None",8,6,3,5,8,"wswwswws","wsswssws","wswwswws","wswwswws","re  LI  GION  what  TREA  SURE  un  TOLD","re  LI  gion  what  TREA  sure  un  TOLD","re  LI  gion  what  TREA  sure  un  TOLD","wsswssws | wswwssws | wsswswws | wswsswws | wswwswws | wswswsws",0.75,0.375,0.625,1,"rɪ.`lɪ.ʤən wʌt `trɛ.ʒɛː ən.`toʊld","UPU U PU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Resides in that heavenly word!",0,0,0,0,1,"(26, 4)","None",8,6,3,4,8,"wswwswws","wswwsws","wswwswws","wswwswws","re  SIDES  in  that  HEA  venly  WORD","re  SIDES  in  that  HEA  venly  word","re  SIDES  in  that  HEA  venly  WORD","wswwsws",0.75,0.375,0.5,1,"rɪ.`zaɪdz ɪn ðət `hɛvn.liː `wɛːd","UP U U PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,3,0,0,0,2,1,"More precious than silver and gold,",1,0,0,0,1,"(27, 4)","None",8,5,3,5,8,"wswwswws","wsswswsw","wswwswws","wswwswws","more  PRE  CIOUS  than  SIL  ver  AND  gold","more  PRE  cious  than  SIL  ver  and  GOLD","more  PRE  cious  than  SIL  ver  and  GOLD","wsswswsw | wsswswws | wswwswsw | wsswssws | wswwswws | wswwssws",0.625,0.375,0.625,1,"mɔːr `prɛ.ʃəs ðæn `sɪl.vɛː ænd `goʊld","U PU U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,3,0,0,0,2,1,"Or all that this earth can afford.",1,0,0,0,1,"(28, 4)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","or  ALL  that  THIS  earth  CAN  af  FORD","or  ALL  that  this  EARTH  can  af  FORD","or  ALL  that  this  EARTH  can  af  FORD","wswswsws | wswwswws | wwswswws | wswwswss | wwswswss | wswwswsw | wwswswsw",0.625,0.375,0.625,1,"ɔːr `ɔːl ðət ðɪs `ɛːθ kæn ə.`fɔːrd","U P U U P U UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,0,0,0,1,1,"But the sound of the church-going bell",1,0,1,0,1,"(29, 4)","None",9,6,9,4,9,"wwswwswws","wwswswsws","wwswwswws","wwswwswws","but  the  SOUND  of  THE  church  GO  ing  BELL","but  the  SOUND  of  the  CHURCH  go  ing  BELL","but  the  SOUND  of  the  CHURCH  GO  ing  BELL","wwswswsws | wwswwssws | wwswwswws",0.666666666667,1,0.444444444444,1,"bət ðə `saʊnd ʌv ðə `ʧɛːʧ `goʊ.ɪŋ `bɛl","U U P U U P PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,0,0,0,1,1,"These valleys and rocks never heard,",1,0,0,0,1,"(30, 4)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","these  VAL  leys  AND  rocks  NEV  er  HEARD","these  VAL  leys  and  ROCKS  nev  er  HEARD","these  VAL  leys  and  ROCKS  NEV  er  HEARD","wswswsws | wsswssws | wswwssws | wswwswws",0.625,0.375,0.625,1,"ðiːz `væ.liːz ænd `rɑks `nɛ.vɛː `hɛːd","U PU U P PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,0,1,"Ne'er sigh'd at the sound of a knell,",1,0,0,0,1,"(31, 4)","None",8,5,3,5,8,"wswwswws","swswswws","wswwswws","wswwswws","NE'ER  sigh'd  AT  the  SOUND  of  a  KNELL","ne'er  SIGH'D  at  the  SOUND  of  a  KNELL","NE'ER  SIGH'D  AT  the  SOUND  of  a  KNELL","swswswws | wswwswws | sswwswws",0.625,0.375,0.625,1,"`nɪr `saɪd `æt ðə `saʊnd ʌv eɪ `nɛl","P P P U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,1,0,"Or smiled when a sabbath appear'd.",1,0,0,0,1,"(32, 4)","None",8,7,3,5,8,"wswwswws","wswwssws","wswwswws","wswwswws","or  SMILED  when  a  SAB  BATH  ap  PEAR'D","or  SMILED  when  a  SAB  bath  ap  PEAR'D","or  SMILED  when  a  SAB  bath  ap  PEAR'D","wswwssws | wswwswws",0.875,0.375,0.625,1,"ɔːr `smaɪld wɛn eɪ `sæ.bəθ ə.`pɪrd","U P U U PU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Ye winds that have made me your sport,",1,1,0,0,1,"(33, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","ye  WINDS  that  have  MADE  me  your  SPORT","ye  WINDS  that  have  MADE  me  your  SPORT","ye  WINDS  that  have  MADE  me  your  SPORT","wswwswws",1,0.375,0.625,1,"jiː `wɪndz ðət hæv `meɪd miː jɔːr `spɔːrt","U P U U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,0,1,"Convey to this desolate shore",1,0,0,0,1,"(34, 5)","None",8,6,3,5,8,"wswwswws","wswwswsw","wswwswws","wswwswws","con  VEY  to  this  DES  o  LATE  shore","con  VEY  to  this  DES  o  late  SHORE","con  VEY  to  this  DES  o  LATE  SHORE","wswwswsw | wswwssws | wswwswws | wswwswss",0.75,0.375,0.625,1,"kən.`veɪ tuː ðɪs `dɛ.sə.'leɪt `ʃɔːr","UP U U PUS P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,10,10,0,0,0,0,"Some cordial endearing report",1,1,0,0,1,"(35, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","some  COR  dial  en  DEAR  ing  re  PORT","some  COR  dial  en  DEAR  ing  re  PORT","some  COR  dial  en  DEAR  ing  re  PORT","wswwswws | wswsswws | wswwswss | wswwssws | wsswswws | wswsswss | wsswswss | wsswssws | wswswsws | swswswws | wswwswsw",1,0.375,0.625,1,"səm `kɔːr.ʤəl ɛn.`diː.rɪŋ riː.`pɔːrt","U PU UPU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Of a land I shall visit no more!",0,0,1,0,1,"(36, 5)","None",9,7,9,4,9,"wwswwswws","wwswwswsw","wwswwswws","wwswwswws","of  a  LAND  i  shall  VIS  it  NO  more","of  a  LAND  i  shall  VIS  it  no  MORE","of  a  LAND  i  shall  VIS  it  NO  more","wwswwswsw",0.777777777778,1,0.444444444444,1,"ʌv eɪ `lænd aɪ ʃæl `vɪ.zət `noʊ mɔːr","U U P U U PU P U"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"My friends, do they now and then send",1,1,0,0,1,"(37, 5)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","my  FRIENDS  do  they  NOW  and  then  SEND","my  FRIENDS  do  they  NOW  and  then  SEND","my  FRIENDS  do  they  NOW  and  then  SEND","wswwswws",1,0.375,0.625,1,"maɪ `frɛndz duː ðeɪ `naʊ ænd ðɛn `sɛnd","U P U U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,3,0,0,0,2,1,"A wish or a thought after me?",0,0,0,0,1,"(38, 5)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","a  WISH  or  A  thought  AF  ter  ME","a  WISH  or  a  THOUGHT  af  ter  ME","a  WISH  or  a  THOUGHT  AF  ter  me","wswswsws | wswwssws | wswswsww | wswwssww | wswwswsw",0.625,0.375,0.625,1,"eɪ `wɪʃ ɔːr eɪ `θɔːt `æf.tɛː miː","U P U U P PU U"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,0,1,"Oh tell me I yet have a friend,",1,0,0,0,1,"(39, 5)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","oh  TELL  me  I  yet  HAVE  a  FRIEND","oh  TELL  me  i  YET  have  a  FRIEND","OH  TELL  me  I  yet  HAVE  a  FRIEND","wswswsws | wswwswws | sswswsws | sswwswws",0.625,0.375,0.625,1,"`oʊ `tɛl miː `aɪ jɛt `hæv eɪ `frɛnd","P P U P U P U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,0,0,0,1,0,"Though a friend I am never to see.",1,0,1,0,1,"(40, 5)","None",9,8,9,4,9,"wwswwswws","wwswwssws","wwswwswws","wwswwswws","though  a  FRIEND  i  am  NEV  ER  to  SEE","though  a  FRIEND  i  am  NEV  er  to  SEE","though  a  FRIEND  i  am  NEV  er  to  SEE","wwswwssws | wwswwswws",0.888888888889,1,0.444444444444,1,"ðoʊ eɪ `frɛnd aɪ æm `nɛ.vɛː tuː `siː","U U P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"How fleet is a glance of the mind!",1,1,0,0,1,"(41, 6)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","how  FLEET  is  a  GLANCE  of  the  MIND","how  FLEET  is  a  GLANCE  of  the  MIND","how  FLEET  is  a  GLANCE  of  the  MIND","wswwswws",1,0.375,0.625,1,"haʊ `fliːt ɪz eɪ `glæns ʌv ðə `maɪnd","U P U U P U U P"
