author	title	date	text	scansion	num_sylls	frequency
William Blake	The Tyger	1794	Tyger! tyger! burning bright	wswswsws	8	1
William Blake	The Tyger	1794	In the forests of the night,	wswswsws	8	1
William Blake	The Tyger	1794	What immortal hand or eye	wswswsws	8	1
William Blake	The Tyger	1794	Could frame thy fearful symmetry?	wswswsws	8	1
William Blake	The Tyger	1794	In what distant deeps or skies	wswswsws	8	1
William Blake	The Tyger	1794	Burnt the fire of thine eyes?	wswswsws	8	1
William Blake	The Tyger	1794	On what wings dare he aspire?	wswswsws	8	1
William Blake	The Tyger	1794	What the hand dare seize the fire?	wswswsws	8	1
William Blake	The Tyger	1794	And what shoulder, & what art,	wswswsws	8	1
William Blake	The Tyger	1794	Could twist the sinews of thy heart?	wswswsws	8	1
William Blake	The Tyger	1794	And when thy heart began to beat,	wswswsws	8	1
William Blake	The Tyger	1794	What dread hand? & what dread feet?	wswswsws	8	1
William Blake	The Tyger	1794	What the hammer? what the chain?	wswswsws	8	1
William Blake	The Tyger	1794	In what furnace was thy brain?	wswswsws	8	1
William Blake	The Tyger	1794	What the anvil? what dread grasp	wswswsws	8	1
William Blake	The Tyger	1794	Dare its deadly terrors clasp?	wswswsws	8	1
William Blake	The Tyger	1794	When the stars threw down their spears,	wswswsws	8	1
William Blake	The Tyger	1794	And watered heaven with their tears,	wswswsws	8	1
William Blake	The Tyger	1794	Did he smile his work to see?	wswswsws	8	1
William Blake	The Tyger	1794	Did he who made the Lamb make thee?	wswswsws	8	1
William Blake	The Tyger	1794	Tyger! tyger! burning bright	wswswsws	8	1
William Blake	The Tyger	1794	In the forests of the night,	wswswsws	8	1
William Blake	The Tyger	1794	What immortal hand or eye	wswswsws	8	1
William Blake	The Tyger	1794	Dare frame thy fearful symmetry?	wswswsws	8	1
Lord Byron	Beppo: Stanza XLIV	1817	I love the language that soft bastard Latin,	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	Which melts like kisses from a female mouth,	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	And sounds as if it should be writ on satin,	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	With syllables which breathe of the sweet South,	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	And gentle liquids gliding all so pat in,	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	That not a single accent seems uncouth.	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	Like our harsh northern whistling, grunting guttural,	wswswswsws	10	1
Lord Byron	Beppo: Stanza XLIV	1817	Which we're obliged to hiss, and spit, and sputter all.	wswswswsws	10	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	When a man hath no freedom to fight for at home,	wwswwswwswws	12	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	Let him combat for that of his neighbours;	wwswwswws	9	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	Let him think of the glories of Greece and of Rome,	wwswwswwswws	12	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	And get knocked on the head for his labours,	wwswwswws	9	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	To do good to mankind is the chivalrous plan,	wwswwswwswws	12	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	And is always as nobly requited;	wwswwswws	9	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	Then battle for freedom wherever you can,	wwswwswwswws	12	1
George Gordon, Lord Byron	When a Man Hath No Freedom	1820	And if not shot or hanged you'll get knighted.	wwswwswws	9	1
Thomas Campion	My Sweetest Lesbia	1601	My sweetest Lesbia, let us live and love,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	And though the sager sort our deeds reprove,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	Let us not weigh them. Heaven's great lamps do dive	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	Into their west, and straight again revive,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	But soon as once set is our little light,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	Then must we sleep one ever-during night.	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	If all would lead their lives in love like me,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	Then bloody swords and armor should not be;	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	No drum nor trumpet peaceful sleeps should move,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	Unless alarm came from the camp of love.	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	But fools do live and waste their little light,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	And seek with pain their ever-during night.	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	When timely death my life and fortune ends,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	Let not my hearse be vexed with mourning friends,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	But let all lovers, rich in triumph, come	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	And with sweet pastimes grace my happy tomb;	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	And Lesbia, close up thou my little light,	wswswswsws	10	1
Thomas Campion	My Sweetest Lesbia	1601	And crown with love my ever-during night.	wswswswsws	10	1
Lewis Carroll	Jabberwocky	1855	'Twas brillig, and the slithy toves	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	Did gyre and gimble in the wabe;	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	All mimsy were the borogoves,	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	And the mome raths outgrabe.	wswsws	6	1
Lewis Carroll	Jabberwocky	1855	"""Beware the Jabberwock, my son!"	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	The jaws that bite, the claws that catch!	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	Beware the Jubjub bird, and shun	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	"The frumious Bandersnatch!"""	wswsws	6	1
Lewis Carroll	Jabberwocky	1855	He took his vorpal sword in hand:	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	Long time the manxome foe he sought-	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	So rested he by the Tumtum tree,	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	And stood awhile in thought.	wswsws	6	1
Lewis Carroll	Jabberwocky	1855	And as in uffish thought he stood,	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	The Jabberwock, with eyes of flame,	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	Came whiffling through the tulgey wood,	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	And burbled as it came!	wswsws	6	1
Lewis Carroll	Jabberwocky	1855	One, two! One, two! And through and through	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	The vorpal blade went snicker-snack!	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	He left it dead, and with its head	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	He went galumphing back.	wswsws	6	1
Lewis Carroll	Jabberwocky	1855	"""And hast thou slain the Jabberwock?"	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	Come to my arms, my beamish boy!	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	"O frabjous day! Callooh! Callay!"""	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	He chortled in his joy.	wswsws	6	1
Lewis Carroll	Jabberwocky	1855	'Twas brillig, and the slithy toves	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	Did gyre and gimble in the wabe;	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	All mimsy were the borogoves,	wswswsws	8	1
Lewis Carroll	Jabberwocky	1855	And the mome raths outgrabe.	wswsws	6	1
Samuel Taylor Coleridge	Kubla Khan	1798	In Xanadu did Kubla Khan	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	A stately pleasure dome decree:	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Where Alph, the sacred river, ran	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Through caverns measureless to man	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Down to a sunless sea.	wswsws	6	1
Samuel Taylor Coleridge	Kubla Khan	1798	So twice five miles of fertile ground	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	With walls and towers were girdled round:	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	And there were gardens bright with sinuous rills,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Where blossomed many an incense-bearing tree;	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	And here were forests ancient as the hills,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Enfolding sunny spots of greenery.	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	But oh! that deep romantic chasm which slanted	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Down the green hill athwart a cedarn cover!	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	A savage place! as holy and enchanted	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	As e'er beneath a waning moon was haunted	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	By woman wailing for her demon-lover!	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	And from this chasm, with ceaseless turmoil seething,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	As if this earth in fast thick pants were breathing,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	A mighty fountain momently was forced:	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Amid whose swift half-intermitted burst	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Huge fragments vaulted like rebounding hail,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Or chaffy grain beneath the thresher's flail:	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	And 'mid these dancing rocks, at once and ever	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	It flung up momently the sacred river.	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Five miles meandering with a mazy motion	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Through wood and dale the sacred river ran,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Then reached the caverns measureless to man,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	And sank in tumult to a lifeless ocean:	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	And 'mid this tumult Kubla heard from far	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	Ancestral voices prophesying war!	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	The shadow of the dome of pleasure	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Floated midway on the waves;	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Where was heard the mingled measure	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	From the fountain and the caves.	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	It was a miracle of rare device,	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	A sunny pleasure-dome with caves of ice!	wswswswsws	10	1
Samuel Taylor Coleridge	Kubla Khan	1798	A damsel with a dulcimer	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	In a vision once I saw:	wswsws	6	1
Samuel Taylor Coleridge	Kubla Khan	1798	It was an Abyssinian maid,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	And on her dulcimer she played,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Singing of Mount Abora.	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Could I revive within me	wswsws	6	1
Samuel Taylor Coleridge	Kubla Khan	1798	Her symphony and song,	wswsws	6	1
Samuel Taylor Coleridge	Kubla Khan	1798	To such a deep delight 'twould win me,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	That with music loud and long,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	I would build that dome in air,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	That sunny dome! those caves of ice!	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	And all who heard should see them there,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	And all should cry, Beware! Beware!	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	His flashing eyes! his floating hair!	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	Weave a circle round him thrice,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	And close your eyes with holy dread,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	For he on honey-dew hath fed,	wswswsws	8	1
Samuel Taylor Coleridge	Kubla Khan	1798	And drunk the milk of Paradise.	wswswsws	8	1
Samuel Taylor Coleridge	Metrical Feet: Lesson for a Boy	1806	Trochee trips from long to short.	swswswsw	8	1
Samuel Taylor Coleridge	Metrical Feet: Lesson for a Boy	1806	From long to long in solemn sort,	wswswsws	8	1
Samuel Taylor Coleridge	Metrical Feet: Lesson for a Boy	1806	Slow Spondee stalks; strong foot! yet ill able	ssssssss	8	1
Samuel Taylor Coleridge	Metrical Feet: Lesson for a Boy	1806	Ever to come up with Dactyl trisyllable.	swwswwswwsww	12	1
Samuel Taylor Coleridge	Metrical Feet: Lesson for a Boy	1806	Iambics march from short to long.	wswswsws	8	1
Samuel Taylor Coleridge	Metrical Feet: Lesson for a Boy	1806	With a leap and a bound the swift Anapests throng.	wwswwswwswws	12	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	I felt a Funeral, in my Brain,	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And Mourners to and fro	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	Kept treading- treading- till it seemed	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	That Sense was breaking through-	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And when they all were seated,	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	A service like a Drum-	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	Kept beating- beating- till I thought	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	My mind was going numb-	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And then I heard them lift a Box	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And creak across my Soul	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	With those same Boots of Lead, again,	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	Then Space- began to toll,	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	As all the Heavens were a Bell,	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And Being, but an Ear,	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And I, and Silence, some strange Race,	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	Wrecked, solitary, here-	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And then a Plank in Reason broke,	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And I dropped down, and down-	wswsws	6	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And hit a World, at every plunge,	wswswsws	8	1
Emily Dickinson	I Felt a Funeral in My Brain	1861	And Finished knowing- then-	wswsws	6	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	The Brain--is wider than the Sky	wswswsws	8	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	For-- put them side by side--	wswsws	6	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	The one the other will contain	wswswsws	8	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	With ease-- and You--beside--	wswsws	6	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	The Brain is deeper than the sea--	wswswsws	8	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	For-- hold them-- Blue to Blue--	wswsws	6	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	The one the other will absorb--	wswswsws	8	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	As sponges-- buckets-- do--	wswsws	6	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	The Brain is just the weight of God--	wswswsws	8	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	For-- Heft them-- Pound for Pound--	wswsws	6	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	And they will differ-- if they do--	wswswsws	8	1
Emily Dickinson	The Brain Is Wider than the Sky	1862	As Syllable from Sound--	wswsws	6	1
John Donne	Holy Sonnet 1	1609	Thou hast made me, and shall thy work decay?	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	Repair me now, for now mine end doth haste;	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	I run to death, and death meets me as fast,	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	And all my pleasures are like yesterday.	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	I dare not move my dim eyes any way,	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	Despair behind and death before doth cast	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	Such terror, and my feeble flesh doth waste	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	By sin in it, which it towards hell doth weigh.	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	Only thou art above, and when towards thee	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	By thy leave I can look, I rise again;	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	But our old subtle foe so tempteth me	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	That not one hour myself I can sustain.	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	Thy grace may wing me to prevent his art,	wswswswsws	10	1
John Donne	Holy Sonnet 1	1609	And thou like adamant draw mine iron heart.	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Batter my heart, three-personed God; for you	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	As yet but knock, breathe, shine, and seek to mend;	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	That I may rise and stand, o'erthrow me and bend	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Your force to break, blow, burn, and make me new.	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	I, like an usurped town, to another due,	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Labor to admit you, but O, to no end;	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Reason, your viceroy in me, me should defend,	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	But is captived, and proves weak or untrue.	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Yet dearly I love you, and would be lovèd fain,	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	But am betrothed unto your enemy.	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Divorce me, untie or break that knot again;	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Take me to you, imprison me, for I,	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Except you enthrall me, never shall be free,	wswswswsws	10	1
John Donne	Holy Sonnet 14	1609	Nor ever chaste, except you ravish me.	wswswswsws	10	1
John Donne	The Good-Morrow	1633	I wonder, by my troth, what thou and I	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Did, till we loved: Were we not weaned till then?	wswswswsws	10	1
John Donne	The Good-Morrow	1633	But sucked on country pleasures, childishly?	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Or snorted we in the Seven Sleepers' den?	wswswswsws	10	1
John Donne	The Good-Morrow	1633	'Twas so; but this, all pleasures fancies be.	wswswswsws	10	1
John Donne	The Good-Morrow	1633	If ever any beauty I did see,	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Which I desired, and got, 'twas but a dream of thee.	wswswswswsws	12	1
John Donne	The Good-Morrow	1633	And now good-morrow to our waking souls,	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Which watch not one another out of fear;	wswswswsws	10	1
John Donne	The Good-Morrow	1633	For love, all love of other sights controls,	wswswswsws	10	1
John Donne	The Good-Morrow	1633	And makes one little room an everywhere.	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Let sea-discoverers to new worlds have gone,	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Let maps to others, worlds on worlds have shown,	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Let us possess one world, each hath one, and is one.	wswswswswsws	12	1
John Donne	The Good-Morrow	1633	My face in thine eye, thine in mine appears,	wswswswsws	10	1
